21,11,20,7,40,8
21,12,15,8,0,3
21,13,10,8,40,3
21,14,20,9,20,3
11,40,5,9,30,5
12,20,3,10,10,3
13,0,3,10,40,3
13,40,8,11,20,3
14,20,3,12,0,8
15,0,3,,,
15,10,5,,,
15,50,3,,,
16,30,8,,,
