14,18,10,7,45,8,7,45,8
14,19,10,8,0,5,5,8,0,5
14,20,10,8,40,5,8,40,5
14,21,10,9,20,5,9,20,5
14,22,10,10,0,8,10,0,8
14,5,5,10,40,8,10,40,8
14,6,8,11,20,5,11,20,5
14,7,8,12,0,8,12,0,8
14,8,5,,,,,,
14,9,8,,,,,,
14,10,8,,,,,,
14,11,8,,,,,,
