18,50,20,7,40,0
18,51,10,8,40,1
18,52,15,9,20,1
18,53,10,10,0,1
8,4,1,10,40,0
8,5,1,11,20,1
8,6,0,12,0,0
8,7,1,15,40,1
8,8,1,15,41,0
8,9,0,16,37,0
8,10,1,,,
8,11,0,,,
