18,12,20,17,30,20
18,13,15,17,31,15
18,14,10,17,32,5
18,15,20,17,33,10
18,16,15,17,34,5
17,15,15,18,27,5
17,16,15,18,28,3
17,17,15,18,29,10
17,18,10,18,30,10
17,19,10,,,
17,20,10,,,
17,21,10,,,
17,22,10,,,
